"Guid","AnnualRevenue","City","Company","Country","Description","Email","EmailBouncedReason","FirstName","GeocodeAccuracy","Industry","IsConverted","IsUnreadByOwner","Jigsaw","LastName","Latitude","LeadSource","Longitude","NumberOfEmployees","Phone","PostalCode","Rating","Salutation","State","Status","Street","Test_Rich_Text_area__c","Title","Website"
30f2790c-c0e3-4551-bf32-1c631984716b,"#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
3447f397-d3a8-47c4-b143-168eee467a18,"#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
5291c08f-abbf-44a2-8033-5a1848761127,"#N/A","#N/A",Test Pvt Ltd 8,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 8,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
59bd85f2-87fa-452c-8187-d319d7c4e7c9,"#N/A","#N/A",Rob Test Account 3,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,false,"#N/A",Test Lead 3,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
886a6c7d-0efc-456b-8a46-d507aa990ed1,"#N/A","#N/A",Rob Test Account 12,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,false,"#N/A",Test Lead 12,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
8eb2efeb-621b-488a-bee6-d96fd23f1292,"#N/A","#N/A",Test Pvt Ltd 5,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
98179061-6592-4bde-a15c-ee9eb4e62e5a,"#N/A","#N/A",Rob Test Account,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,false,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
9dec514b-151d-449e-98d4-7a3ad3e1907b,"#N/A","#N/A",Test Pvt Ltd 4,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 4,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
9fa8787a-be72-40ba-aade-ce8b76d89888,"#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
a6b5d4fe-d8a7-4e32-98d9-20ce29d8f06c,"#N/A","#N/A",Rob Test Lead 10,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,false,"#N/A",Test Lead 10,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
abf62ae8-3c4b-490a-a963-37f1567ae86b,"#N/A","#N/A",Test Pvt Ltd 4,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 4,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
b7d1b611-7b7c-4c62-94a0-d528f05db41b,"#N/A","#N/A",Test Pvt Ltd 3,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 3,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
c86032e4-a569-4cc9-962a-9c8b98c3c4f1,"#N/A","#N/A",Test Pvt Ltd 7,"#N/A","#N/A","#N/A","#N/A",Test Lead,"#N/A","#N/A",false,true,"#N/A",7,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
e23f9b11-6d9f-48e4-bd1a-1316508bc168,"#N/A","#N/A",Test Pvt Ltd 7,"#N/A","#N/A","#N/A","#N/A",Test Lead,"#N/A","#N/A",false,true,"#N/A",7,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
e86aa10b-1887-4a38-bf01-2aeae58b5c7f,"#N/A","#N/A",Test Pvt Ltd 7,"#N/A","#N/A","#N/A","#N/A",Test Lead,"#N/A","#N/A",false,true,"#N/A",7,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
f49d7753-f071-49da-bc57-e0445d5ed39b,"#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
f52ca23d-8c44-410a-b661-2136e7e22e51,"#N/A","#N/A",Test Pvt Ltd 5,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
f6636208-8730-44e8-b69f-88707c4dd1e4,"#N/A","#N/A",Test Pvt Ltd 8,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 8,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
f7b27e20-4351-48f8-a228-6973bec501cd,"#N/A","#N/A",Rob Test Account 6,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,false,"#N/A",Test Lead 6,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
fb0e77cc-2efd-4c2e-8fbf-4fbe8df6bf00,"#N/A","#N/A",Rob Test Account 5,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,false,"#N/A",Test Lead 5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A","#N/A","#N/A","#N/A"
